TotalFundingAmount	CbRank	Name Startup	ShortDescription	Location	Categories	HeadquartersRegions	FoundedDate	Founders	OperationStatus	FundingStatus	LastFundingType	NumberOfEmployees	LegalName	IpoStatus	CompanyType	Website	Facebook	Linkedin	Twitter	Email	PhoneNumber	Data e hora da Captura	URL
	526,965	XporY.com	XporY.com is a multilateral Swap site between companies where customers can use value to buy other products & services from other suppliers.	" Goiânia,  Goias,  Brazil, "	" E-Commerce, Information Technology, Internet"		2013		Active			1-10		Private		" www.xpory.com/ "	https://www.facebook.com/xpory	https://www.linkedin.com/company/x-por-y/	https://twitter.com/XporY		(62) 98220-0083	27/01/2020 05:03:56	https://www.crunchbase.com/organization/xpory-com
	694,234	Fcinco Comunicação	Fcinco Comunicação is a brand positioning agency that offers interactive and convergent solutions for companies.		" Advertising, Brand Marketing, Marketing"				Active					Private		" www.fcinco.net/ "	https://www.facebook.com/familiafcinco	https://www.linkedin.com/company/f5-comunica%C3%A7%C3%A3o/		contato@fcinco.net	62 3638-0307	27/01/2020 05:04:18	https://www.crunchbase.com/organization/fcinco-comunica%C3%A7%C3%A3o
	815,147	Plimpo Diaristas	Plimpo Diaristas specializes in open service orders.	" Goiânia,  Goias,  Brazil, "	" Customer Service, Food and Beverage, Food Delivery, Professional Services, Service Industry"				Active			1-10		Private								27/01/2020 05:05:11	https://www.crunchbase.com/organization/plimpo-diaristas
	632,534	Easy Preços	Easy Preços helps consumers find out where their grocery list is cheaper.	" Goiânia,  Goias,  Brazil, "	" B2B, B2C, Big Data, Market Research, SaaS"		Feb 2017		Active			1-10		Private		" easyprecos.com.br/ "	https://www.facebook.com/easyprecos	https://www.linkedin.com/company/easyprecos/	https://twitter.com/easyprecos	contato@easyprecos.com.br		27/01/2020 05:06:00	https://www.crunchbase.com/organization/easy-pre%C3%A7os
$80K	149,061	We Crowdcasting	We Crowdcasting offers a platform for generating and opportunity to create NEWS in collaboration with your audience.	" Brasil,  Sao Paulo,  Brazil, "	" Apps, Collaboration, Mobile, Social Media"		Sep 1, 2013		Active		Seed	1-10		Private		" www.wecrowdcasting.com "	http://www.facebook.com/wecrowdcasting	http://www.linkedin.com/company/5090338	http://twitter.com/WeCrowdcasting	alexandre@wecrowdcasting.com		27/01/2020 05:06:51	https://www.crunchbase.com/organization/we-crowdcasting
	832,424	Dot5	Dot5 develops solutions, marketing campaigns, webapps, and sites for mobile platforms, including iPhone, Android, and Windows Phone.	" Goiânia,  Goias,  Brazil, "	" Apps, Information Technology, Internet, Mobile, Software"		Mar 2011		Active			1-10		Private		" dot5.com.br/ "	https://www.facebook.com/Dot5-Solu%C3%A7%C3%B5es-221721291218681/		https://twitter.com/dot5sm	moreira.sandro@gmail.com	+55 64 9277-0830	27/01/2020 05:07:10	https://www.crunchbase.com/organization/dot5
	453,056	FacilitaMuito	FacilitaMuito offers virtual interaction tools for service providers to interact with their customers.	" Goiânia,  Goias,  Brazil, "	" Customer Service, Information Services, Information Technology, Telecommunications"		2016		Active			11-50		Private		" www.facilitamuito.com.br "	https://www.facebook.com/facilitamuito	https://www.linkedin.com/company/facilitamuito		contato@facilitamuito.com.br	+55 62 3997-0901	27/01/2020 05:07:38	https://www.crunchbase.com/organization/facilitamuito
	713,590	Kiwi Tecnologia	Kiwi Tecnologia develops solutions and games for iOS and Android devices.	" Goiânia,  Goias,  Brazil, "	" Android, Apps, Gaming, iOS"				Active					Private			http://www.kiwitecnologia.com.br/		https://twitter.com/kiwitec			27/01/2020 05:08:21	https://www.crunchbase.com/organization/kiwi-tecnologia
	829,860	Fotogram	Fotogram is web-based software that enables its users to get photos printed strait from Instagram.	" Goiânia,  Goias,  Brazil, "	" Internet, Photography, Social Media, Software"		2012		Closed			1-10		Private		" www.fotogram.us "	https://www.facebook.com/fotogrambr					27/01/2020 05:09:06	https://www.crunchbase.com/organization/fotogram
	358,539	Ecosoftware	Ecosoftware is a computer software company that provides services to companies to manage environment license and official documents.	" Goiânia,  Goias,  Brazil, "	" Computer, Information Technology, Software"		Dec 24, 2014		Closed			11-50		Private		" www.ecosoftware.com.br/ "	http://www.facebook.com/colmeiasolucoes		http://www.twitter.com/ecosoftwarebr	contato@ecosoftware.com.br		27/01/2020 05:09:59	https://www.crunchbase.com/organization/ecosoftware-do-brasil
	796,454	Uppae	Uppae is a startup in which you customize pre-ready sites (Templates) for small businesses and freelancers.	" Abadia,  Minas Gerais,  Brazil, "	" B2B, Internet, Mobile, SaaS, Software"		Oct 2017		Active			1-10		Private								27/01/2020 05:10:44	https://www.crunchbase.com/organization/uppae
€1M	34,432	medGo	medGo is a platform for management of vacations and overtime for healthcare institutions.	" Paris,  Ile-de-France,  France, "	" Health Care, Hospital, Human Resources, Internet, Medical"		Oct 2016		Active		Seed	11-50		Private		" www.medgo.fr/ "	https://www.facebook.com/wearemedgo/	https://www.linkedin.com/company/medgo-rempla/	https://twitter.com/_medGo_	contact@medgo.fr	01 76 41 02 30	27/01/2020 05:11:11	https://www.crunchbase.com/organization/medgo
	829,332	Achei App	Achei App is a GPS powered app that allows people to find commercial establishments in Brazil.	" Inhumas,  Goias,  Brazil, "	" Apps, GPS, Marketing"		Aug 2014		Closed					Private		" www.acheiaplicativos.com.br/ "						27/01/2020 05:11:59	https://www.crunchbase.com/organization/achei-app
	821,436	Nuvemjur	Nuvemjur.com is a storage and file management company for lawyers and law firms.	" Goiânia,  Goias,  Brazil, "	" Internet, SaaS"		Jan 1, 2015		Active			1-10		Private			https://www.facebook.com/nuvemjur	https://www.linkedin.com/company/nuvemjur	https://twitter.com/nuvemjur	suporte@nuvemjur.com		27/01/2020 05:12:49	https://www.crunchbase.com/organization/nuvemjur
	331,088	Convertis	Convertis offers SEO, conversion optimization, copywriting, neuromarketing, email marketing, A/B testing, and other digital media services.	" Goianã,  Sao Paulo,  Brazil, "	" Email Marketing, Marketing, SEO"				Active			1-10		Private								27/01/2020 05:13:33	https://www.crunchbase.com/organization/convertis
	527,310	TicketsWeb	TicketWeb is a self-service online ticketing and marketing platform that provides services for venues and event promoters.	" Goiânia,  Goias,  Brazil, "	" Digital Marketing, Internet, SaaS, Ticketing"		2014		Active			1-10		Private		" www.ticketsweb.com.br "		https://www.linkedin.com/company/ticketsweb/	https://twitter.com/ticketsweb	contato@ticketsweb.com.br		27/01/2020 05:14:20	https://www.crunchbase.com/organization/ticketsweb
	706,814	Lumière Shoes	Lumière Shoes offers personalized women's shoes.	" Aguas Lindas,  Rio de Janeiro,  Brazil, "	" E-Commerce, Fashion, Lifestyle, Shoes, Women's"				Active			1-10		Private		" www.lumiereshoes.com/ "						27/01/2020 05:15:04	https://www.crunchbase.com/organization/lumi%C3%A8re-shoes
	828,588	Gsapp.me	Gsapp.me is an application that enables its users to buy and sell items online with ease.		" Apps, E-Commerce, Internet"				Active					Private		" garagesaleapp.me/ "			https://twitter.com/garagesaleapp			27/01/2020 05:15:50	https://www.crunchbase.com/organization/gsapp-me
	839,423	ClassFree	ClassFree is an auto classified portal with free and unlimited ads that reduces the sales force and more.	" Goiânia,  Goias,  Brazil, "	" Advertising, Advertising Platforms, Classifieds, E-Commerce"				Active					Private								27/01/2020 05:16:34	https://www.crunchbase.com/organization/classfree
	305,339	SISA SOFTWARE	SISA SOFTWARE is an integrated health management system that reduces the delay in treatments.	" Aparecida De São Manuel,  Sao Paulo,  Brazil, "	" Health Care, Information Technology, Software"		Aug 25, 2012		Active					Private								27/01/2020 05:17:17	https://www.crunchbase.com/organization/sisa-software
	801,519	Bloom Soluções em TI	Bloom Soluções em TI provides technology solutions to improve businesses.	" Goiânia,  Goias,  Brazil, "	" Business Development, Information Technology"		2012		Active					Private		" www.bloomsti.com.br/ "	https://www.facebook.com/BloomSTI/			contato@bloomsti.com.br	+55 62 8180-7511	27/01/2020 05:17:37	https://www.crunchbase.com/organization/bloom-solu%C3%A7%C3%B5es-em-ti
	819,184	TE CONTRATO	TE CONTRATO is a web-based platform that enables its users to find professionals to get the services they want.	" Goiás,  Goias,  Brazil, "	" Internet, Professional Services"				Active					Private								27/01/2020 05:18:20	https://www.crunchbase.com/organization/te-contrato
	839,886	Amendoinz	Amendoinz is an online platform that provides information related to festivals, events, ballads, and more in Goiânia.	" Goiânia,  Goias,  Brazil, "	" Events, Information Services, Internet"				Active					Private								27/01/2020 05:19:03	https://www.crunchbase.com/organization/amendoinz
	837,820	Uglimbe	Uglimbe enables users to centralize and customize websites of their choice by creating titles.	" Brasil,  Sao Paulo,  Brazil, "	" Internet"				Active			1-10		Private					https://twitter.com/uglimbe			27/01/2020 05:19:48	https://www.crunchbase.com/organization/uglimbe
	809,426	eCrediario	ECrediario is a validation web platform that enables retailers to find and get credit from banks.	" Goiânia,  Goias,  Brazil, "	" Finance, Financial Services"		Oct 13, 2013		Closed			1-10		Private		" www3.ecrediario.com.br/index.html "	https://www.facebook.com/ecrediario	https://www.linkedin.com/company/ecrediario		paolo@ecrediario.com.br		27/01/2020 05:20:34	https://www.crunchbase.com/organization/ecrediario
	830,930	Kerum Quarto	Kerum Quarto is a web-based portal that provides free advertisements for rooms in Brazil.	" Goiânia,  Goias,  Brazil, "	" Advertising, Communications Infrastructure, Creative Agency, Digital Media, E-Commerce"		Feb 3, 2015		Active			1-10		Private		" www.kerumquarto.com.br "	https://www.facebook.com/Kerum-Quarto-969816456421662/			contato@kerumquarto.com.br		27/01/2020 05:21:21	https://www.crunchbase.com/organization/kerum-quarto
	581,696	Bem Separadas	Bem Separadas welcomes, guides and gives support to women who are undergoing separation process.		" Communities, Information Services, Social Network"		2015		Active					Private		" www.bemseparadas.com.br/ "	https://www.facebook.com/bemseparadas/	https://www.linkedin.com/company/bem-separadas/		contato@bemseparadas.com.br		27/01/2020 05:22:07	https://www.crunchbase.com/organization/bem-separadas
	497,313	Impacto Maker	Impacto Maker is a school that teaches in a disruptive way combining school skills with the culture of innovation and practices makers.	" São Luís,  Maranhao,  Brazil, "	" EdTech, Education, Information Technology, Primary Education"		2017		Active			11-50		Private		" impactomaker.com "	https://www.facebook.com/impactomaker/	https://www.linkedin.com/company/impactomaker/	https://twitter.com/impactomaker	contato@impactomaker.com	+55 98 9 84036708	27/01/2020 05:22:44	https://www.crunchbase.com/organization/impacto-maker
	470,457	ImaginaKIDS	ImaginaKIDS supports the building of knowledge, values ​​and creativity in a playful way by creating the use of children's narratives.	" São Luís,  Sao Paulo,  Brazil, "	" B2B, E-Learning, EdTech, Education, Software"		Nov 1, 2017		Active			1-10		Private		" www.imaginakids.com.br/ "	https://www.facebook.com/imaginakids.oficial	https://www.linkedin.com/company/imaginakids/		imaginakids.startup@gmail.com	+55 98 98256-4394	27/01/2020 05:23:11	https://www.crunchbase.com/organization/imaginakids
	406,358	Book Casting	Book Casting offers web-based applications focused on event management, media, and entertainment sectors.	" São Luís,  Sao Paulo,  Brazil, "	" Art, Communications Infrastructure, Creative Agency, Media and Entertainment, Search Engine"		Dec 5, 2014		Active			1-10		Private		" bookcasting.com.br "	http://www.facebook.com/bookcastingbr	https://www.linkedin.com/company/book-casting/	http://twitter.com/bookcastingbr			27/01/2020 05:24:01	https://www.crunchbase.com/organization/book-casting
	790,503	Mango Animation	Mango Animation is a B2B animation project that creates startup marketing strategy animation videos.	" São Luís,  Sao Paulo,  Brazil, "	" Animation, B2B, Digital Marketing, Marketing, Media and Entertainment"		2018		Active			1-10		Private								27/01/2020 05:25:16	https://www.crunchbase.com/organization/mango-animation
	527,171	Harvay	Harvay is an information technology company that develops software and apps.	" Fort Worth,  Texas,  United States, "	" Apps, Information Technology, Software, Software Engineering"		2015		Active			11-50		Private		" www.harvay.com/ "		https://www.linkedin.com/company/harvay/		contact@harvay.com		27/01/2020 05:26:07	https://www.crunchbase.com/organization/harvay
	332,029	Allidio	Allidio offers a pay-as-you-go platform in digital currencies with dedicated, tailor-made technology.	" São Mateus Do Maranhão,  Maranhao,  Brazil, "	" Cryptocurrency, Financial Services, FinTech"				Active					Private		" allidio.com/ "						27/01/2020 05:26:56	https://www.crunchbase.com/organization/allidio
	559,518	Bisble	Bisble offers a simple and intuitive online tool that will help its users learn a new language.	" Imperatriz,  Minas Gerais,  Brazil, "	" EdTech, Language Learning"				Active					Private		" bisble.com/ "	https://www.facebook.com/Bisble/			hello@bisble.com		27/01/2020 05:27:44	https://www.crunchbase.com/organization/bisble
	200,865	Niduu	Niduu is a corporate education startup that offers solutions based on mobile learning, microlearning, and gamification.	" São Luís,  Sao Paulo,  Brazil, "	" E-Learning, EdTech, Education"		2017		Active			11-50		Private		" niduu.com/home/ "	https://www.facebook.com/niduu.oficial/	https://www.linkedin.com/company/niduu/	https://twitter.com/niduu_oficial	contato@niduu.com	(98) 2108-9805	27/01/2020 05:28:05	https://www.crunchbase.com/organization/niduu
	725,018	Siram	The SIRAM is an innovative system of mutual work between the citizen user and the security agents in the recovery of stolen vehicle.	" Imperatriz,  Minas Gerais,  Brazil, "	" Cyber Security, Developer APIs, Network Security, Peer to Peer, Security"		Jan 2018		Active			1-10		Private								27/01/2020 05:28:50	https://www.crunchbase.com/organization/siram
	815,064	Shop da Peça	Shop da Peça connects suppliers and buyers of automotive parts through an efficient combination of technology and services.	" São Luís,  Sao Paulo,  Brazil, "	" Automotive, B2B, Marketplace, Retail, Wholesale"		Jul 5, 2017		Active			1-10		Private			https://www.facebook.com/shopdapeca/	https://www.linkedin.com/company/shop-da-pe%C3%A7a/		contato@shopdapeca.com		27/01/2020 05:29:36	https://www.crunchbase.com/organization/shop-da-pe%C3%A7a
	568,673	Diário Eletrônico	Diário Eletrônico improves the quality of management and the results of educational networks through the company's solutions.	" Imperatriz,  Minas Gerais,  Brazil, "	" Education, Management Information Systems, Software"		Jul 2015		Active			1-10		Private		" www.darsh.com.br "				contato@darsh.com.br	(99) 99161-6357	27/01/2020 05:29:54	https://www.crunchbase.com/organization/di%C3%A1rio-eletr%C3%B4nico
	25,942	TNP	TNP is a company of a Silicon Valley-type of ecosystem through planning and operation of the venture support organization MINERVA.	" Kanagawa,  Fukushima,  Japan, "			Apr 2005		Active				TNP Partners Corporation			" tnp-g.jp/ "				info@tnp-g.jp		27/01/2020 05:31:03	https://www.crunchbase.com/organization/tnp
	600,276	WillBook	WillBook is a Brazilian startup.	" São Luís,  Sao Paulo,  Brazil, "	" Information Technology, Internet"				Active					Private								27/01/2020 05:31:46	https://www.crunchbase.com/organization/willbook
€125K	79,544	Greenpie	Greenpie is an online platform that allows nutrition health providers to automate their business processes.	" Vitória Do Mearim,  Maranhao,  Brazil, "	" Health Care, SaaS, Software"		2013		Active		Seed	1-10		Private		" www.greenpie.net "	https://www.facebook.com/greenpieapp		http://twitter.com/GreenpieApp	greenpieapp@gmail.com		27/01/2020 05:32:39	https://www.crunchbase.com/organization/greenpie
$498K	321,561	Duroline	Duroline is a Brazilian company that produces and distributes friction materials.	" Caxias Do Sul,  Rio Grande do Sul,  Brazil, "	" Automotive, Manufacturing, Product Design"		1989		Active		Series A			Private		" www.duroline.com.br/ "	https://www.facebook.com/durolinesa			duroline@duroline.com.br	55 54 2101 5000	27/01/2020 05:33:00	https://www.crunchbase.com/organization/duroline
$40K	134,403	Wanna Migrate	Wanna Migrate was an online platform helping individuals migrate to other countries regardless of the goals.	" São Luís,  Sao Paulo,  Brazil, "	" Customer Service, Database, Information Services, Travel"		2013		Closed		Non-equity Assistance	1-10		Private		" www.wannamigrate.com/ "	https://www.facebook.com/wannamigrate	https://www.linkedin.com/company/wanna-migrate/	https://twitter.com/wannamigrate	founders@wannamigrate.com		27/01/2020 05:34:04	https://www.crunchbase.com/organization/wanna-migrate
	812,881	ENM Consultoria	ENM Consultoria is a Brazilian startup.	" Timon,  Maranhao,  Brazil, "	" B2B, Big Data, Data Center, Sales, Software"		Feb 2018		Active			1-10		Private								27/01/2020 05:34:49	https://www.crunchbase.com/organization/enm-consultoria
	772,213	Central de Laudos	Central de Laudos is an online report management system for occupational and care exams.		" Business Information Systems, Content, Information Services"				Active					Private		" centrallaudos.com.br/ "				contact@centrallaudos.com.br	(31) 3272.2439	27/01/2020 05:35:05	https://www.crunchbase.com/organization/central-de-laudos
	822,776	Guia Class	Guia Class is an online platform that features classifieds, offers, and content on businesses and events.	" São Luís,  Sao Paulo,  Brazil, "	" Advertising, E-Commerce, Internet, Leisure, News"				Active					Private		" guiaclass.net/ "			https://twitter.com/guiaclassnet			27/01/2020 05:36:03	https://www.crunchbase.com/organization/guia-class
	826,411	descontoKard	DescontoKard is a discount card that enables its users to earn discounts from 10% to 90% on purchases made from its partner companies.	" Imperatriz,  Minas Gerais,  Brazil, "	" E-Commerce, Financial Services, Internet, Software"				Active					Private		" www.descontokard.com.br/ "			https://twitter.com/descontokard			27/01/2020 05:36:47	https://www.crunchbase.com/organization/descontokard
	823,588	i9_Gas	i9_Gas provides a gas cylinder usage management system that connects gas bottle dealers to customers.	" São Luís,  Sao Paulo,  Brazil, "	" B2B, B2C, Consumer Goods, Hardware, Oil and Gas"		Feb 2017		Active			1-10		Private								27/01/2020 05:37:42	https://www.crunchbase.com/organization/i9-gas
	797,021	Iuli	Iuli is a collaborative financial system that enables users to crowdfund events they want to have in their city.	" São Luís,  Maranhao,  Brazil, "	" Crowdfunding, Events, Financial Services"				Active					Private					https://twitter.com/siteiuli			27/01/2020 05:38:30	https://www.crunchbase.com/organization/iuli
	688,619	Twigoal - Inovação Tecnológica	Twigoal - Inovação Tecnológica works in development of innovative web solutions like custom made software, systems management, and more.	" São Luís,  Sao Paulo,  Brazil, "	" Software"		Jun 6, 2012		Active			11-50		Private		" twigoal.com/novo/ "	https://www.facebook.com/pages/Twigoal-Inova%C3%A7%C3%A3o-e-Tecnologia/330175903763565		https://twitter.com/twigoal			27/01/2020 05:39:21	https://www.crunchbase.com/organization/twigoal-inova%C3%A7%C3%A3o-tecnol%C3%B3gica
	269,151	Dinneer	Dinneer connects people who love new dining experiences with hosts offering exclusive dinners in their homes throughout Brazil!	" Campo Grande,  Sao Paulo,  Brazil, "	" Food Processing"				Active			11-50		Private		" dinneer.com/ "	https://www.facebook.com/dinneer.br		https://www.twitter.com/dinneerbr	atendimento@dinneer.com		27/01/2020 05:40:17	https://www.crunchbase.com/organization/dinneer
	308,115	Automobi	"Automobi is a platform that helps vehicle owners keep the health of the car up to date. "	" São Paulo,  Sao Paulo,  Brazil, "	" Automotive, Health Care, Internet, Internet of Things"				Closed		Seed	1-10		Private		" automobi.cc "	https://www.facebook.com/pg/AutomobiBrasil	https://www.linkedin.com/company/automobibrasil/		ola@automobi.cc	(673) 222-9600	27/01/2020 05:40:43	https://www.crunchbase.com/organization/automobi
$800K	32,333	Agrointeli	Agrointeli is a digital agriculture company that helps farmers make decisions based on real numbers of their crops in a sustainable way.	" Campo Grande,  Sao Paulo,  Brazil, "	" Agriculture, AgTech, Artificial Intelligence, Machine Learning, SaaS"		2017		Active		Seed	1-10		Private		" agrointeli.com.br/ "	https://www.facebook.com/pg/agrointeli/	https://www.linkedin.com/company/agrointeli/		contato@agrointeli.com.br		27/01/2020 05:41:34	https://www.crunchbase.com/organization/agrointeli
	771,704	GamaGP	GamaGP is a Brazilian electrical engineering company that focuses on that execution and maintenance of electrical installations.	" Campo Grande,  Sao Paulo,  Brazil, "	" Electronics, Industrial, Industrial Engineering"		2012		Active					Private		" www.gamagp.com.br/ "	https://www.facebook.com/Gama-GP-Instala%C3%A7%C3%B5es-El%C3%A9tricas-LTDA-ME-1402889269932629/			contato@gamagp.com.br		27/01/2020 05:42:29	https://www.crunchbase.com/organization/gamagp
	806,852	Licitor Consultores	Licitor Consultores is a Brazilian consultancy firm focused on electronic trading and procurement.	" Campo Grande,  Sao Paulo,  Brazil, "	" Advice, Consulting, Electronics, Internet, Procurement"		Apr 2012		Active			501-1000		Private		" licitor.wix.com/licitorconsultores "	https://www.facebook.com/licitorconsultores		https://twitter.com/licitor		+1 718-606-9851	27/01/2020 05:42:47	https://www.crunchbase.com/organization/licitor-consultores
	583,352	Eu Empreendo	Eu Empreendo is the evolution of the social entrepreneurship project.	" Campo Grande,  Sao Paulo,  Brazil, "	" Education, Gamification, SaaS, Social Entrepreneurship, Software"		2016		Active			1-10		Private		" euempreendo.org.br/ "	https://www.facebook.com/euempreendo.org/	https://www.linkedin.com/company/euempreendo/		ale@euempreendo.com.br	(43) 9977-0565	27/01/2020 05:43:05	https://www.crunchbase.com/organization/eu-empreendo
	450,610	Nastek	Nastek offers and produces a technology that facilitate lives, connect people to improve quality of life.	" Campo Grande,  Sao Paulo,  Brazil, "	" Information Technology, Satellite Communication, Software"				Active					Private		" www.nastek.com.br/ "		https://www.linkedin.com/company/nastek-industria-e-tecnologia/about/				27/01/2020 05:43:50	https://www.crunchbase.com/organization/nastek
	510,269	Ibgeo e Solution Agro Florestal	Ibgeo e Solution Agro Florestal develops agricultural drones.	" Campo Grande,  Sao Paulo,  Brazil, "	" Agriculture, AgTech, Drones, Hardware, Software"		Jun 2018		Active			1-10	Grupo Nova Olhar	Private		" gruponovoolhar.com/ "	https://www.facebook.com/gruponovoolhar/			contato@gruponovoolhar.com	+55 67 99220-2721	27/01/2020 05:44:09	https://www.crunchbase.com/organization/ibgeo-e-solution-agro-florestal
	231,064	Namoro Fake	Namoro Fake is a web-based platform that enables its users to hire fake girlfriends.	" Campo Grande,  Sao Paulo,  Brazil, "	" Dating, Machine Learning, Social Media"				Active					Private		" www.namorofake.com.br/ "			https://twitter.com/fakenamoro	atendimento@namorofake.com.br		27/01/2020 05:44:55	https://www.crunchbase.com/organization/namoro-fake
	834,036	PlayBR.TV	PlayBR.TV is a media agency that produces advertising campaigns, institutional videos, programs, and social series for companies.	" Anastácio,  Mato Grosso do Sul,  Brazil, "	" Advertising, Media and Entertainment, Social Media Advertising, Video Advertising"				Active					Private			https://www.facebook.com/playbrtvprodutora/		https://twitter.com/playbrtv	contato@playbrtv.com.br		27/01/2020 05:45:44	https://www.crunchbase.com/organization/playbr-tv
	326,621	CultGo	CultGo allows the user to find Brazilian companies and events in the city easily, quickly, and free of charge.	" Dourados,  Mato Grosso do Sul,  Brazil, "	" Apps, Information Services"		2018		Active					Private		" cultgo.com/ "	https://www.facebook.com/pg/cultgo/			help@cultgo.com		27/01/2020 05:46:33	https://www.crunchbase.com/organization/cultgo
	302,853	Rino3	Rino3 is a web development and design company engaged in the creation of software products, websites, and web systems.	" Campo Grande,  Sao Paulo,  Brazil, "	" Advertising, Digital Marketing, Information Technology, Marketing, Software, Web Development"		2011		Active			1-10		Private		" rino3.com.br/ "	https://www.facebook.com/rino3web/	https://www.linkedin.com/company/rino-3/		contato@rino3.com.br	(67) 3204-1157	27/01/2020 05:46:54	https://www.crunchbase.com/organization/rino3
$800K	32,333	Agrointeli	Agrointeli is a digital agriculture company that helps farmers make decisions based on real numbers of their crops in a sustainable way.	" Campo Grande,  Sao Paulo,  Brazil, "	" Agriculture, AgTech, Artificial Intelligence, Machine Learning, SaaS"		2017		Active		Seed	1-10		Private		" agrointeli.com.br/ "	https://www.facebook.com/pg/agrointeli/	https://www.linkedin.com/company/agrointeli/		contato@agrointeli.com.br		27/01/2020 05:47:45	https://www.crunchbase.com/organization/agrointeli
	298,330	Elo Concursos	Elo Concursos is a Brazilian institution that offers preparatory classes for live contests.	" Campo Grande,  Sao Paulo,  Brazil, "	" E-Learning, EdTech, Education, SaaS, Software"		2010		Active		Seed	101-250		Private		" eloconcursos.com.br/ "	https://www.facebook.com/EloConcursos/		https://www.twitter.com/eloconcursos	contato@eloconcursos.com.br	+55 11 3042-1990	27/01/2020 05:48:09	https://www.crunchbase.com/organization/elo-concursos
	612,808	Efcaz	EFCAZ is a SAAS platform that makes the Management and Certification of suppliers faster and more practical.	" Campo Grande,  Sao Paulo,  Brazil, "	" B2B, Information Technology, SaaS, Service Industry, Supply Chain Management"				Active					Private		" www.efcaz.com.br/ "		https://www.linkedin.com/showcase/efcaz/		contato@efcaz.com.br	+55 (67) 3303-2719	27/01/2020 05:48:31	https://www.crunchbase.com/organization/efcaz
	456,531	Reduza	Reduza is the largest real-time price reduction company for the world's largest Internet retailers.	" Brasil,  Sao Paulo,  Brazil, "	" Coupons, E-Commerce, Internet, Local, Real Time"		Apr 5, 2015		Active			1-10		Private		" www.reduza.com.br "	http://www.facebook.com/reduza.br	https://www.linkedin.com/company/reduza/	http://twitter.com/reduzabr	contato@reduza.com.br	+55 11 3136-0138	27/01/2020 05:48:56	https://www.crunchbase.com/organization/reduza
	648,352	Direto da Roça	Direto da Roça facilitates the connection between producers of horticultural products and buyers of food.	" Campo Grande,  Sao Paulo,  Brazil, "	" Agriculture, AgTech, Marketing"		2018		Active					Private		" www.diretodaroca.net.br/ "	https://www.facebook.com/diretodaroca.net/			diretodarocacg@gmail.com	(67) 99644-7197	27/01/2020 05:49:12	https://www.crunchbase.com/organization/direto-da-ro%C3%A7a
	764,937	Jumbaí	Jumbaí is a Brazilian startup.	" Dourados,  Mato Grosso do Sul,  Brazil, "	" Agriculture, AgTech, B2B, E-Commerce, Farming"		Jun 2012		Active			1-10		Private								27/01/2020 05:49:56	https://www.crunchbase.com/organization/jumba%C3%AD
	532,979	PersonalBov	PersonalBov is an agricultural service company that offers technological solutions in beef production.	" Campo Grande,  Sao Paulo,  Brazil, "	" Agriculture, AgTech, Farming"				Active					Private		" personalbov.com "	https://www.facebook.com/personalbov				+55 67 3014-3016	27/01/2020 05:50:28	https://www.crunchbase.com/organization/personalbov
	319,637	Trucadão	Trucadão is a marketplace for buying and selling of tractor, trucks, machines, and implements.	" Campo,  Mato Grosso do Sul,  Brazil, "	" Automotive, Construction, Marketplace"		2012		Active			1-10		Private		" www.trucadao.com.br "	https://www.facebook.com/trucadao	https://www.linkedin.com/company/trucad-o-com-rcio-de-pesados-ltda	https://twitter.com/sitetrucadao	suporte@trucadao.com.br	+55 800 200 1035	27/01/2020 05:50:48	https://www.crunchbase.com/organization/trucad%C3%A3o
	101,249	Reclame Aqui	Reclame Aqui is a website that enables its users to post complaints about products and services offered by various companies.	" São Paulo,  Sao Paulo,  Brazil, "	" Consumer, Customer Service, Internet, Internet of Things"		2001		Active		Series A	101-250		Private		" www.reclameaqui.com.br "	https://www.facebook.com/ReclameAqui	https://www.linkedin.com/company/reclame-aqui	https://twitter.com/reclameaqui			27/01/2020 05:51:48	https://www.crunchbase.com/organization/reclame-aqui
	385,293	Asantee Games	Asantee Games is an independent game development company that develops games focusing on quality.	" Campo Grande,  Sao Paulo,  Brazil, "	" Android, Gamification, iOS, Mobile Apps"		2012		Active			1-10		Private		" asanteegames.com "	https://www.facebook.com/asanteegames/	https://www.linkedin.com/company/asantee-games/	http://twitter.com/asanteegames	contato@asanteegames.com	+55 067 8127 9528	27/01/2020 05:52:21	https://www.crunchbase.com/organization/asantee-games
$650K		GoPato	GoPato is a hyperlocal food delivery platform powered by drone technology.	" Cartago,  Cartago,  Costa Rica, "	" B2B, Drones, Food Delivery, Packaging Services"		2015		Active		Seed	11-50		Private		" gopato.com/ "	https://www.facebook.com/gopatos/	https://www.linkedin.com/company/gopato/	https://twitter.com/pedigopato	hola@gopato.com		27/01/2020 05:53:37	https://www.crunchbase.com/organization/gopato
	650,486	Proprietário Vende	Proprietário Vende is a web-based platform that allows real estate sellers to advertise and sell their property online.	" Campo Grande,  Sao Paulo,  Brazil, "	" Advertising, Internet, Real Estate"				Active					Private		" www.proprietariovende.com "	https://www.facebook.com/proprietariovendeimoveis			contato@proprietariovende.com		27/01/2020 05:54:55	https://www.crunchbase.com/organization/propriet%C3%A1rio-vende
